explored,sim_id,step
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,10
0.0,0,11
0.0,0,12
0.0,0,13
0.0,0,14
0.0,0,15
0.0,0,16
0.0,0,17
0.0,0,18
0.0,0,19
0.0,0,20
0.0,0,21
0.0,0,22
0.0,0,23
0.0,0,24
0.0,0,25
0.0,0,26
0.0,0,27
0.0,0,28
0.0,0,29
0.0,0,30
0.0,0,31
0.0,0,32
0.0,0,33
0.0,0,34
0.0,0,35
0.0,0,36
0.0,0,37
0.0,0,38
0.0,0,39
0.0,0,40
0.0,0,41
0.0,0,42
0.0,0,43
0.0,0,44
0.0,0,45
0.0,0,46
0.0,0,47
0.0,0,48
0.0,0,49
0.0,0,50
0.0,0,51
0.0,0,52
0.0,0,53
0.0,0,54
0.0,0,55
0.0,0,56
0.0,0,57
0.0,0,58
0.010869565217391304,0,59
0.010869565217391304,0,60
0.03260869565217391,0,61
0.03260869565217391,0,62
0.03260869565217391,0,63
0.03260869565217391,0,64
0.03260869565217391,0,65
0.03260869565217391,0,66
0.03260869565217391,0,67
0.03260869565217391,0,68
0.03260869565217391,0,69
0.03260869565217391,0,70
0.03260869565217391,0,71
0.03260869565217391,0,72
0.03260869565217391,0,73
0.03260869565217391,0,74
0.03260869565217391,0,75
0.03260869565217391,0,76
0.03260869565217391,0,77
0.03260869565217391,0,78
0.03260869565217391,0,79
0.03260869565217391,0,80
0.03260869565217391,0,81
0.03260869565217391,0,82
0.03260869565217391,0,83
0.03260869565217391,0,84
0.03260869565217391,0,85
0.03260869565217391,0,86
0.03260869565217391,0,87
0.03260869565217391,0,88
0.03260869565217391,0,89
0.03260869565217391,0,90
0.03260869565217391,0,91
0.03260869565217391,0,92
0.03260869565217391,0,93
0.03260869565217391,0,94
0.03260869565217391,0,95
0.03260869565217391,0,96
0.03260869565217391,0,97
0.03260869565217391,0,98
0.03260869565217391,0,99
0.03260869565217391,0,100
0.03260869565217391,0,101
0.03260869565217391,0,102
0.043478260869565216,0,103
0.043478260869565216,0,104
0.043478260869565216,0,105
0.043478260869565216,0,106
0.043478260869565216,0,107
0.043478260869565216,0,108
0.043478260869565216,0,109
0.043478260869565216,0,110
0.043478260869565216,0,111
0.043478260869565216,0,112
0.043478260869565216,0,113
0.043478260869565216,0,114
0.05434782608695652,0,115
0.05434782608695652,0,116
0.05434782608695652,0,117
0.05434782608695652,0,118
0.05434782608695652,0,119
0.05434782608695652,0,120
0.05434782608695652,0,121
0.05434782608695652,0,122
0.05434782608695652,0,123
0.05434782608695652,0,124
0.05434782608695652,0,125
0.05434782608695652,0,126
0.05434782608695652,0,127
0.05434782608695652,0,128
0.05434782608695652,0,129
0.05434782608695652,0,130
0.05434782608695652,0,131
0.05434782608695652,0,132
0.05434782608695652,0,133
0.05434782608695652,0,134
0.05434782608695652,0,135
0.05434782608695652,0,136
0.05434782608695652,0,137
0.05434782608695652,0,138
0.05434782608695652,0,139
0.05434782608695652,0,140
0.05434782608695652,0,141
0.05434782608695652,0,142
0.05434782608695652,0,143
0.05434782608695652,0,144
0.05434782608695652,0,145
0.06521739130434782,0,146
0.06521739130434782,0,147
0.06521739130434782,0,148
0.06521739130434782,0,149
0.06521739130434782,0,150
0.06521739130434782,0,151
0.06521739130434782,0,152
