sim_id,step,idling,travelling,exploring
1,833,0,0,5
1,834,0,0,5
1,835,0,0,5
1,836,0,0,5
1,837,0,0,5
1,838,0,0,5
1,839,0,0,5
1,840,0,0,5
1,841,0,0,5
1,842,0,0,5
1,843,0,0,5
1,844,0,0,5
1,845,1,0,4
1,846,0,1,4
1,847,0,1,4
1,848,0,1,4
1,849,0,1,4
1,850,1,1,3
1,851,0,2,3
1,852,0,2,3
1,853,0,1,4
1,854,0,1,4
1,855,0,1,4
1,856,0,1,4
1,857,0,1,4
1,858,1,1,3
1,859,0,2,3
1,860,0,2,3
1,861,0,2,3
1,862,1,2,2
1,863,0,2,3
1,864,0,2,3
1,865,0,2,3
1,866,0,2,3
1,867,0,2,3
1,868,0,2,3
1,869,0,2,3
1,870,0,2,3
1,871,0,2,3
1,872,0,2,3
1,873,0,2,3
1,874,0,2,3
1,875,0,2,3
1,876,0,2,3
1,877,1,2,2
1,878,2,1,2
1,879,2,1,2
1,880,2,1,2
1,881,2,1,2
1,882,2,0,3
1,883,2,0,3
1,884,2,0,3
1,885,2,0,3
1,886,2,0,3
1,887,2,0,3
1,888,2,0,3
1,889,2,0,3
1,890,2,0,3
1,891,2,0,3
1,892,2,0,3
1,893,2,0,3
1,894,2,0,3
1,895,2,0,3
1,896,2,0,3
1,897,2,0,3
1,898,2,0,3
1,899,2,0,3
1,900,2,0,3
1,901,2,0,3
1,902,2,0,3
1,903,2,0,3
1,904,2,0,3
1,905,2,0,3
1,906,2,0,3
1,907,2,0,3
1,908,2,0,3
1,909,2,0,3
1,910,2,0,3
1,911,2,0,3
